142,27,44,55.5951185,3
138,26,42,36.093107333333336,2
98,18,44,13.243754500000001,1
207,44,19,81.148925,4
31,0,15,31.63807266666667,2
55,6,31,13.4629865,1
137,26,26,81.148925,4
125,23,44,13.4629865,1
56,6,33,42.07341,2
206,44,15,26.9663675,2
93,17,44,78.08196633333334,4
89,16,22,33.410269,2
168,34,43,14.10147675,1
212,46,41,86.35837117647058,4
130,24,29,60.67912875,3
128,24,10,36.188244999999995,2
131,24,38,24.671312999999998,1
83,14,26,41.722536500000004,2
48,4,40,82.98259625,4
47,4,37,36.758463500000005,2
54,6,11,23.616057333333334,1
211,46,21,26.9663675,2
232,50,42,36.501683333333325,2
136,26,9,86.35837117647058,4
129,24,19,47.285796500000004,2
167,34,42,29.104519666666665,1
10,-4,34,40.0,2
44,3,34,39.99331367741935,2
62,8,42,13.549827333333333,1
21,-2,34,54.01479233333333,3
27,-1,38,26.9663675,2
22,-2,36,80.0282905,4
12,-4,43,59.03808333333333,3
60,8,25,68.09211717391305,3
24,-2,44,86.35837117647058,4
4,-5,24,38.574588500000004,2
76,12,16,86.35837117647058,4
14,-3,12,13.222866752808994,1
91,17,4,86.35837117647058,4
9,-4,14,36.188244999999995,2
75,12,4,26.220436499999998,2
58,7,18,30.088304,2
70,10,8,13.243754500000001,1
15,-3,38,13.745068666666667,1
61,8,37,52.744836,2
11,-4,37,50.575829500000005,3
20,-2,19,41.414227499999996,2
78,13,9,64.69756733333334,3
23,-2,40,31.63807266666667,2
72,11,21,32.310155,2
