162,33,-14,13.4629865,1
186,39,-8,13.222719000000001,1
19,-2,-21,40.052617090909095,2
6,-4,-46,52.384435249999996,3
1,-5,-6,39.8692145,2
16,-2,-51,38.574588500000004,2
88,16,-4,26.220436499999998,2
71,11,-5,33.01877533333333,2
39,1,-10,13.4629865,1
0,-5,-7,40.0,2
113,22,-11,38.75167266666667,2
166,34,-8,30.364836333333333,2
107,21,3,39.130562000000005,2
26,-1,-26,40.0,2
170,35,-13,60.272234749999996,3
100,19,-13,14.10147675,1
82,14,-2,59.03808333333333,3
52,6,-12,29.13228433333333,2
102,20,-3,34.02938125,2
25,-1,-32,29.13228433333333,2
18,-2,-27,80.31497999999999,4
8,-4,-7,72.89387633333334,3
85,15,-7,64.69756733333334,3
5,-4,-48,28.564448249999998,2
106,21,-4,80.0282905,4
67,9,-4,64.69756733333334,3
2,-5,-5,61.442215250000004,3
215,47,-14,36.233009,2
69,10,3,39.386286000000005,2
101,20,-7,39.130562000000005,2
51,5,-10,40.0,2
134,26,-49,63.363803000000004,3
13,-3,-6,13.745068666666667,1
17,-2,-49,86.35837117647058,4
81,14,-13,52.744836,3
38,1,-13,86.35837117647058,4
53,6,-1,78.08196633333334,4
7,-4,-28,29.232121499999998,2
96,18,-3,19.154138500000002,1
41,2,-13,35.68358775,2
42,2,-11,81.148925,4
219,48,-13,39.386286000000005,2
127,24,2,37.580006999999995,2
3,-5,-1,36.697312249999996,2
74,12,-7,31.63807266666667,2
43,3,0,32.310155,2
202,43,-10,40.0,2
40,2,-46,39.99331367741935,2
34,1,-24,75.191694,4
116,23,-38,13.984856666666666,1
157,32,-16,13.4629865,1
84,15,-48,39.99331367741935,2
28,0,-43,56.923424,3
68,10,-44,13.549827333333333,1
45,4,-41,34.02938125,2
46,4,-17,80.0282905,4
94,18,-47,31.1172075,2
65,9,-18,26.9663675,2
103,21,-51,13.4629865,1
49,5,-39,31.63807266666667,2
126,24,-49,24.671312999999998,1
30,0,-24,86.35837117647058,4
104,21,-41,20.40458925,1
184,39,-20,33.410269,2
73,12,-40,39.771839,2
112,22,-22,59.60247,3
189,40,-18,36.20236233333333,2
33,1,-36,33.410269,2
139,27,-17,81.148925,4
87,16,-46,60.81425333333334,3
57,7,-44,34.718630000000005,2
177,37,-17,55.892369,3
64,9,-19,68.09211717391305,3
185,39,-19,86.35837117647058,4
132,25,-20,34.02938125,2
32,1,-40,13.222719000000001,1
59,8,-43,26.9663675,2
86,16,-52,64.69756733333334,3
35,1,-23,55.892369,3
66,9,-17,40.0,2
144,28,-16,32.310155,2
105,21,-18,13.243754500000001,1
50,5,-22,78.08196633333334,4
117,23,-21,68.09211717391305,3
80,14,-22,60.272234749999996,3
29,0,-38,59.03808333333333,3
79,14,-23,29.13228433333333,2
95,18,-24,82.98259625,4
37,1,-17,28.564448249999998,2
77,13,-16,57.191483500000004,3
36,1,-19,86.35837117647058,4
